day_of_year,year,station_name,latitude,longitude,gallon_price,barrel_price
16,2020,HILL BROS (CONOCO/PHILLIPS),41.977438,-91.6425469,2.24,58.52
16,2020,Casey's,42.0349748,-91.65795399999999,2.24,58.52
16,2020,Hawkeye Convenience Store,41.9687369,-91.7334379,2.25,58.52
16,2020,Kum & Go,42.00935140000001,-91.6355171,2.28,58.52
16,2020,Murphy USA,41.9480482,-91.7168798,2.2,58.52
16,2020,Casey's,42.010201,-91.6623568,2.31,58.52
16,2020,Hawkeye Convenience Store,41.956042,-91.726507,2.2,58.52
16,2020,Casey's,41.94336309999999,-91.6755828,2.29,58.52
16,2020,Sam's Club Fuel Center,42.0337591,-91.680571,2.21,58.52
16,2020,Fas Mart,42.0343246,-91.6780097,2.24,58.52
16,2020,Casey's,42.01310369999999,-91.63545289999999,2.28,58.52
16,2020,Hawkeye Convenience Store,41.961958,-91.66782119999999,2.54,58.52
16,2020,FASMART,41.956432,-91.676417,2.32,58.52
16,2020,Casey's,41.94514789999999,-91.6724017,2.29,58.52
16,2020,Casey's,41.8911603,-91.6787076,2.26,58.52
16,2020,Kwik Shop,42.0071701,-91.66259660000001,2.35,58.52
16,2020,Kwik Star,41.9445594,-91.667744,2.29,58.52
16,2020,Casey's,41.9765921,-91.6190539,2.31,58.52
16,2020,Casey's,42.0470424,-91.64171189999999,2.21,58.52
16,2020,Casey's,41.92252339999999,-91.6367779,2.3,58.52
16,2020,Casey's,41.9380412,-91.65651899999999,2.29,58.52
16,2020,Casey's,41.9288416,-91.7787472,2.31,58.52
16,2020,Casey's,41.8882115,-91.6749786,2.26,58.52
16,2020,Casey's,42.02848229999999,-91.63203969999999,2.21,58.52
16,2020,BP,42.093885,-91.697705,2.45,58.52
17,2020,BP,41.9644691,-91.7066488,2.23,58.81
17,2020,Casey's,41.97983900000001,-91.71555579999999,2.21,58.81
17,2020,CENEX GAS STATION 7 STAR LIQUOR & TOBACCO OUTLET,41.9782629,-91.680188,2.27,58.81
17,2020,Kwik Star Gas Station,41.9552977,-91.7208885,2.2,58.81
17,2020,Casey's,41.9704349,-91.6769253,2.22,58.81
17,2020,Shell,41.9642396,-91.7397586,2.3,58.81
17,2020,Casey's,41.9887791,-91.6825105,2.27,58.81
17,2020,Casey's,41.96413690000001,-91.7300951,2.2,58.81
17,2020,Phillips 66,41.9431968,-91.7473739,2.33,58.81
17,2020,Casey's,41.9727576,-91.6620255,2.31,58.81
17,2020,Casey's,41.9792506,-91.681721,2.27,58.81
17,2020,Casey's,41.98488880000001,-91.65742019999999,2.23,58.81
17,2020,Fas Mart,41.988141,-91.6528625,2.23,58.81
17,2020,BP,42.0058517,-91.635257,2.28,58.81
17,2020,Kwik Shop,42.0217827,-91.6661146,2.31,58.81
17,2020,Kwik Shop- Cedar Rapids,41.972034,-91.6845599,2.22,58.81
17,2020,BP,42.043893,-91.689638,2.29,58.81
17,2020,Kum & Go,41.9634851,-91.7071271,2.2,58.81
17,2020,Station Llc,41.9436388,-91.747428,2.33,58.81
17,2020,HILL BROS (CONOCO/PHILLIPS),41.977438,-91.6425469,2.24,58.81
17,2020,Casey's,42.0349748,-91.65795399999999,2.21,58.81
17,2020,Kum & Go,42.00935140000001,-91.6355171,2.28,58.81
17,2020,Murphy USA,41.9480482,-91.7168798,2.2,58.81
17,2020,Casey's,42.010201,-91.6623568,2.31,58.81
17,2020,Hawkeye Convenience Store,41.956042,-91.726507,2.2,58.81
17,2020,Casey's,41.94336309999999,-91.6755828,2.28,58.81
17,2020,Sam's Club Fuel Center,42.0337591,-91.680571,2.18,58.81
17,2020,Fas Mart,42.0343246,-91.6780097,2.24,58.81
17,2020,Casey's,42.01310369999999,-91.63545289999999,2.28,58.81
17,2020,Hawkeye Convenience Store,41.961958,-91.66782119999999,2.5,58.81
17,2020,FASMART,41.956432,-91.676417,2.58,58.81
17,2020,Casey's,41.94514789999999,-91.6724017,2.29,58.81
17,2020,Casey's,41.8911603,-91.6787076,2.26,58.81
17,2020,Kwik Shop,42.0071701,-91.66259660000001,2.31,58.81
17,2020,Kwik Star,41.9445594,-91.667744,2.29,58.81
17,2020,Casey's,41.9765921,-91.6190539,2.31,58.81
17,2020,Casey's,42.0470424,-91.64171189999999,2.21,58.81
17,2020,Casey's,41.92252339999999,-91.6367779,2.3,58.81
17,2020,Casey's,41.9380412,-91.65651899999999,2.28,58.81
17,2020,Casey's,41.9288416,-91.7787472,2.3,58.81
17,2020,Casey's,41.8882115,-91.6749786,2.26,58.81
17,2020,Casey's,42.02848229999999,-91.63203969999999,2.21,58.81
17,2020,BP,42.093885,-91.697705,2.45,58.81
18,2020,BP,41.9644691,-91.7066488,2.23,58.81
18,2020,Kwik Star Gas Station,41.9552977,-91.7208885,2.2,58.81
18,2020,Shell,41.9642396,-91.7397586,2.3,58.81
18,2020,Casey's,41.96413690000001,-91.7300951,2.2,58.81
18,2020,Phillips 66,41.9431968,-91.7473739,2.33,58.81
18,2020,Casey's,41.9727576,-91.6620255,2.31,58.81
18,2020,Casey's,41.9792506,-91.681721,2.27,58.81
18,2020,Casey's,41.98488880000001,-91.65742019999999,2.23,58.81
18,2020,Fas Mart,41.988141,-91.6528625,2.23,58.81
18,2020,BP,42.0058517,-91.635257,2.28,58.81
18,2020,Kwik Shop,42.0217827,-91.6661146,2.31,58.81
18,2020,Kwik Shop- Cedar Rapids,41.972034,-91.6845599,2.28,58.81
18,2020,BP,42.043893,-91.689638,2.29,58.81
18,2020,Kum & Go,41.9634851,-91.7071271,2.2,58.81
18,2020,Station Llc,41.9436388,-91.747428,2.33,58.81
18,2020,HILL BROS (CONOCO/PHILLIPS),41.977438,-91.6425469,2.24,58.81
18,2020,Casey's,42.0349748,-91.65795399999999,2.21,58.81
18,2020,Kum & Go,42.00935140000001,-91.6355171,2.28,58.81
18,2020,Murphy USA,41.9480482,-91.7168798,2.2,58.81
18,2020,Casey's,42.010201,-91.6623568,2.28,58.81
18,2020,Hawkeye Convenience Store,41.956042,-91.726507,2.2,58.81
18,2020,Casey's,41.94336309999999,-91.6755828,2.28,58.81
18,2020,Sam's Club Fuel Center,42.0337591,-91.680571,2.18,58.81
18,2020,Fas Mart,42.0343246,-91.6780097,2.21,58.81
18,2020,Casey's,42.01310369999999,-91.63545289999999,2.28,58.81
18,2020,FASMART,41.956432,-91.676417,2.58,58.81
18,2020,Casey's,41.94514789999999,-91.6724017,2.28,58.81
18,2020,Casey's,41.8911603,-91.6787076,2.26,58.81
18,2020,Kwik Shop,42.0071701,-91.66259660000001,2.31,58.81
18,2020,Kwik Star,41.9445594,-91.667744,2.28,58.81
18,2020,Casey's,42.0470424,-91.64171189999999,2.21,58.81
18,2020,Casey's,41.92252339999999,-91.6367779,2.3,58.81
18,2020,Casey's,41.9288416,-91.7787472,2.3,58.81
18,2020,Casey's,41.8882115,-91.6749786,2.26,58.81
18,2020,Casey's,42.02848229999999,-91.63203969999999,2.21,58.81
18,2020,BP,42.093885,-91.697705,2.45,58.81
19,2020,Shell,41.9743798,-91.71553589999999,2.2,59.14
19,2020,BP,41.9644691,-91.7066488,2.19,59.14
19,2020,Casey's,41.97983900000001,-91.71555579999999,2.2,59.14
19,2020,Kwik Star Gas Station,41.9552977,-91.7208885,2.19,59.14
19,2020,Casey's,41.9704349,-91.6769253,2.22,59.14
19,2020,Shell,41.9642396,-91.7397586,2.3,59.14
19,2020,Casey's,41.9887791,-91.6825105,2.27,59.14
19,2020,Casey's,41.96413690000001,-91.7300951,2.2,59.14
19,2020,Casey's,41.9727576,-91.6620255,2.31,59.14
19,2020,Casey's,41.9792506,-91.681721,2.27,59.14
19,2020,Casey's,41.98488880000001,-91.65742019999999,2.23,59.14
19,2020,Fas Mart,41.988141,-91.6528625,2.23,59.14
19,2020,BP,42.0058517,-91.635257,2.28,59.14
19,2020,Kwik Shop- Cedar Rapids,41.972034,-91.6845599,2.28,59.14
19,2020,BP,42.043893,-91.689638,2.29,59.14
19,2020,Kum & Go,41.9634851,-91.7071271,2.2,59.14
19,2020,Station Llc,41.9436388,-91.747428,2.33,59.14
19,2020,HILL BROS (CONOCO/PHILLIPS),41.977438,-91.6425469,2.24,59.14
19,2020,Casey's,42.0349748,-91.65795399999999,2.2,59.14
19,2020,Hawkeye Convenience Store,41.9687369,-91.7334379,2.25,59.14
19,2020,Kum & Go,42.00935140000001,-91.6355171,2.28,59.14
19,2020,Murphy USA,41.9480482,-91.7168798,2.19,59.14
19,2020,Casey's,42.010201,-91.6623568,2.28,59.14
19,2020,Hawkeye Convenience Store,41.956042,-91.726507,2.2,59.14
19,2020,Casey's,41.94336309999999,-91.6755828,2.28,59.14
19,2020,Fas Mart,42.0343246,-91.6780097,2.21,59.14
19,2020,Casey's,42.01310369999999,-91.63545289999999,2.28,59.14
19,2020,Hawkeye Convenience Store,41.961958,-91.66782119999999,2.5,59.14
19,2020,FASMART,41.956432,-91.676417,nan,59.14
19,2020,Casey's,41.94514789999999,-91.6724017,2.28,59.14
19,2020,Kwik Shop,42.0071701,-91.66259660000001,2.31,59.14
19,2020,Kwik Star,41.9445594,-91.667744,2.28,59.14
19,2020,Casey's,41.9765921,-91.6190539,2.31,59.14
19,2020,Casey's,42.0470424,-91.64171189999999,2.21,59.14
19,2020,Casey's,41.92252339999999,-91.6367779,2.3,59.14
19,2020,Casey's,41.9288416,-91.7787472,2.3,59.14
19,2020,Casey's,41.8882115,-91.6749786,2.26,59.14
19,2020,Casey's,42.02848229999999,-91.63203969999999,2.2,59.14
19,2020,BP,42.093885,-91.697705,2.45,59.14
20,2020,BP,41.9644691,-91.7066488,2.19,58.66
20,2020,Casey's,41.97983900000001,-91.71555579999999,2.3,58.66
20,2020,CENEX GAS STATION 7 STAR LIQUOR & TOBACCO OUTLET,41.9782629,-91.680188,nan,58.66
20,2020,Kwik Star Gas Station,41.9552977,-91.7208885,2.3,58.66
20,2020,Casey's,41.9704349,-91.6769253,2.22,58.66
20,2020,Shell,41.9642396,-91.7397586,2.3,58.66
20,2020,Casey's,41.9887791,-91.6825105,2.26,58.66
20,2020,Casey's,41.96413690000001,-91.7300951,2.2,58.66
20,2020,Casey's,41.9727576,-91.6620255,2.31,58.66
20,2020,Casey's,41.9792506,-91.681721,2.27,58.66
20,2020,Casey's,41.98488880000001,-91.65742019999999,2.3,58.66
20,2020,Fas Mart,41.988141,-91.6528625,2.23,58.66
20,2020,BP,42.0058517,-91.635257,2.28,58.66
20,2020,Kwik Shop- Cedar Rapids,41.972034,-91.6845599,2.22,58.66
20,2020,BP,42.043893,-91.689638,2.26,58.66
20,2020,Kum & Go,41.9634851,-91.7071271,2.2,58.66
20,2020,Station Llc,41.9436388,-91.747428,2.33,58.66
20,2020,HILL BROS (CONOCO/PHILLIPS),41.977438,-91.6425469,2.24,58.66
20,2020,Casey's,42.0349748,-91.65795399999999,2.2,58.66
20,2020,Hawkeye Convenience Store,41.9687369,-91.7334379,2.25,58.66
20,2020,Kum & Go,42.00935140000001,-91.6355171,2.28,58.66
20,2020,Murphy USA,41.9480482,-91.7168798,2.19,58.66
20,2020,Casey's,42.010201,-91.6623568,2.28,58.66
20,2020,Hawkeye Convenience Store,41.956042,-91.726507,2.2,58.66
20,2020,Casey's,41.94336309999999,-91.6755828,2.28,58.66
20,2020,Sam's Club Fuel Center,42.0337591,-91.680571,2.18,58.66
20,2020,Fas Mart,42.0343246,-91.6780097,2.21,58.66
20,2020,Casey's,42.01310369999999,-91.63545289999999,2.28,58.66
20,2020,FASMART,41.956432,-91.676417,2.56,58.66
20,2020,Casey's,41.94514789999999,-91.6724017,2.28,58.66
20,2020,Casey's,41.8911603,-91.6787076,2.26,58.66
20,2020,Kwik Star,41.9445594,-91.667744,2.35,58.66
20,2020,Casey's,41.9765921,-91.6190539,2.31,58.66
20,2020,Casey's,42.0470424,-91.64171189999999,2.3,58.66
20,2020,Casey's,41.92252339999999,-91.6367779,2.3,58.66
20,2020,Casey's,41.9380412,-91.65651899999999,2.28,58.66
20,2020,Casey's,41.9288416,-91.7787472,2.3,58.66
20,2020,Casey's,41.8882115,-91.6749786,2.26,58.66
20,2020,Casey's,42.02848229999999,-91.63203969999999,2.3,58.66
20,2020,BP,42.093885,-91.697705,2.45,58.66
35,2020,Shell,41.9743798,-91.71553589999999,2.08,50.15
35,2020,BP,41.9644691,-91.7066488,2.2,50.15
35,2020,Casey's,41.97983900000001,-91.71555579999999,2.08,50.15
35,2020,CENEX GAS STATION 7 STAR LIQUOR & TOBACCO OUTLET,41.9782629,-91.680188,nan,50.15
35,2020,Kwik Star Gas Station,41.9552977,-91.7208885,2.16,50.15
35,2020,Casey's,41.9704349,-91.6769253,2.1,50.15
35,2020,Shell,41.9642396,-91.7397586,2.25,50.15
35,2020,Casey's,41.9887791,-91.6825105,2.24,50.15
35,2020,Casey's,41.96413690000001,-91.7300951,2.07,50.15
35,2020,Phillips 66,41.9431968,-91.7473739,2.25,50.15
35,2020,Casey's,41.9727576,-91.6620255,2.23,50.15
35,2020,Casey's,41.9792506,-91.681721,2.24,50.15
35,2020,Casey's,41.9848768,-91.65742150000001,2.18,50.15
35,2020,Fas Mart,41.988141,-91.6528625,2.18,50.15
35,2020,BP,42.0058517,-91.635257,2.17,50.15
35,2020,Kwik Shop,42.0217827,-91.6661146,2.18,50.15
35,2020,Kwik Shop- Cedar Rapids,41.972034,-91.6845599,2.1,50.15
35,2020,BP,42.043893,-91.689638,2.17,50.15
35,2020,Kum & Go,41.9634851,-91.7071271,2.08,50.15
35,2020,Station Llc,41.9436388,-91.747428,2.25,50.15
35,2020,HILL BROS (CONOCO/PHILLIPS),41.977438,-91.6425469,2.2,50.15
35,2020,Casey's,42.0349748,-91.65795399999999,2.13,50.15
35,2020,Hawkeye Convenience Store,41.9687369,-91.7334379,2.08,50.15
35,2020,Kum & Go,42.00935140000001,-91.6355171,2.3,50.15
35,2020,Murphy USA,41.9480482,-91.7168798,2.07,50.15
35,2020,Casey's,42.010201,-91.6623568,2.15,50.15
35,2020,Hawkeye Convenience Store,41.956042,-91.726507,2.1,50.15
35,2020,Casey's,41.94336309999999,-91.6755828,2.18,50.15
35,2020,Sam's Club Fuel Center,42.0337591,-91.680571,2.13,50.15
35,2020,Fas Mart,42.0343246,-91.6780097,2.12,50.15
35,2020,Casey's,42.01310369999999,-91.63545289999999,2.13,50.15
35,2020,FASMART,41.956432,-91.676417,2.47,50.15
35,2020,Casey's,41.94514789999999,-91.6724017,2.18,50.15
35,2020,Casey's,41.8911603,-91.6787076,2.16,50.15
35,2020,Kwik Shop,42.007159,-91.662577,2.18,50.15
35,2020,Kwik Star,41.9445594,-91.667744,2.18,50.15
35,2020,Casey's,41.9765921,-91.6190539,2.23,50.15
35,2020,Casey's,42.0470424,-91.64171189999999,2.13,50.15
35,2020,Casey's,41.92252339999999,-91.6367779,2.18,50.15
35,2020,Casey's,41.9380412,-91.65651899999999,2.18,50.15
35,2020,Casey's,41.9288416,-91.7787472,2.2,50.15
35,2020,Casey's,41.8882115,-91.6749786,2.16,50.15
35,2020,Casey's,42.02848229999999,-91.63203969999999,2.13,50.15
35,2020,BP,42.093885,-91.697705,2.35,50.15
37,2020,Shell,41.9743798,-91.71553589999999,2.12,51.06
37,2020,BP,41.9644691,-91.7066488,2.15,51.06
37,2020,Casey's,41.97983900000001,-91.71555579999999,2.12,51.06
37,2020,Kwik Star Gas Station,41.9552977,-91.7208885,2.16,51.06
37,2020,Casey's,41.9704349,-91.6769253,2.1,51.06
37,2020,Shell,41.9642396,-91.7397586,2.2,51.06
37,2020,Casey's,41.9887791,-91.6825105,2.24,51.06
37,2020,Casey's,41.96413690000001,-91.7300951,2.16,51.06
37,2020,Phillips 66,41.9431968,-91.7473739,2.25,51.06
37,2020,Casey's,41.9727576,-91.6620255,2.23,51.06
37,2020,Casey's,41.9792506,-91.681721,2.24,51.06
37,2020,Casey's,41.9848768,-91.65742150000001,2.15,51.06
37,2020,Fas Mart,41.988141,-91.6528625,2.15,51.06
37,2020,BP,42.0058517,-91.635257,2.13,51.06
37,2020,Kwik Shop,42.0217827,-91.6661146,2.18,51.06
37,2020,Kwik Shop- Cedar Rapids,41.972034,-91.6845599,2.18,51.06
37,2020,BP,42.043893,-91.689638,2.17,51.06
37,2020,Kum & Go,41.9634851,-91.7071271,2.16,51.06
37,2020,Station Llc,41.9436388,-91.747428,2.25,51.06
37,2020,HILL BROS (CONOCO/PHILLIPS),41.977438,-91.6425469,2.13,51.06
37,2020,Casey's,42.0349748,-91.65795399999999,2.12,51.06
37,2020,Hawkeye Convenience Store,41.9687369,-91.7334379,2.08,51.06
37,2020,Kum & Go,42.00935140000001,-91.6355171,2.13,51.06
37,2020,Murphy USA,41.9480482,-91.7168798,2.13,51.06
37,2020,Casey's,42.010201,-91.6623568,2.13,51.06
37,2020,Hawkeye Convenience Store,41.956042,-91.726507,2.16,51.06
37,2020,Casey's,41.94336309999999,-91.6755828,2.18,51.06
37,2020,Sam's Club Fuel Center,42.0337591,-91.680571,2.09,51.06
37,2020,Fas Mart,42.0343246,-91.6780097,2.13,51.06
37,2020,Casey's,42.01310369999999,-91.63545289999999,2.13,51.06
37,2020,Hawkeye Convenience Store,41.961958,-91.66782119999999,2.18,51.06
37,2020,FASMART,41.956432,-91.676417,2.47,51.06
37,2020,Casey's,41.94514789999999,-91.6724017,2.18,51.06
37,2020,Casey's,41.8911603,-91.6787076,2.16,51.06
37,2020,Kwik Shop,42.007159,-91.662577,2.13,51.06
37,2020,Kwik Star,41.9445594,-91.667744,2.18,51.06
37,2020,Casey's,41.9765921,-91.6190539,2.23,51.06
37,2020,Casey's,42.0470424,-91.64171189999999,2.12,51.06
37,2020,Casey's,41.92252339999999,-91.6367779,2.18,51.06
37,2020,Casey's,41.9380412,-91.65651899999999,2.18,51.06
37,2020,Casey's,41.9288416,-91.7787472,2.2,51.06
37,2020,Casey's,41.8882115,-91.6749786,2.16,51.06
37,2020,Casey's,42.02848229999999,-91.63203969999999,2.12,51.06
37,2020,BP,42.093885,-91.697705,2.3,51.06
38,2020,Shell,41.9743798,-91.71553589999999,2.1,50.34
38,2020,BP,41.9644691,-91.7066488,2.1,50.34
38,2020,Casey's,41.97983900000001,-91.71555579999999,2.1,50.34
38,2020,CENEX GAS STATION 7 STAR LIQUOR & TOBACCO OUTLET,41.9782629,-91.680188,nan,50.34
38,2020,Kwik Star Gas Station,41.9552977,-91.7208885,2.07,50.34
38,2020,Casey's,41.9704349,-91.6769253,2.18,50.34
38,2020,Shell,41.9642396,-91.7397586,2.2,50.34
38,2020,Casey's,41.9887791,-91.6825105,2.24,50.34
38,2020,Casey's,41.96413690000001,-91.7300951,2.16,50.34
38,2020,Phillips 66,41.9431968,-91.7473739,2.25,50.34
38,2020,Casey's,41.9727576,-91.6620255,2.23,50.34
38,2020,Casey's,41.9792506,-91.681721,2.24,50.34
38,2020,Casey's,41.9848768,-91.65742150000001,2.15,50.34
38,2020,Fas Mart,41.988141,-91.6528625,2.15,50.34
38,2020,BP,42.0058517,-91.635257,2.13,50.34
38,2020,Kwik Shop,42.0217827,-91.6661146,2.13,50.34
38,2020,Kwik Shop- Cedar Rapids,41.972034,-91.6845599,2.1,50.34
38,2020,BP,42.043893,-91.689638,2.17,50.34
38,2020,Kum & Go,41.9634851,-91.7071271,2.16,50.34
38,2020,Station Llc,41.9436388,-91.747428,2.25,50.34
38,2020,HILL BROS (CONOCO/PHILLIPS),41.977438,-91.6425469,2.13,50.34
38,2020,Casey's,42.0349748,-91.65795399999999,2.1,50.34
38,2020,Hawkeye Convenience Store,41.9687369,-91.7334379,2.08,50.34
38,2020,Kum & Go,42.00935140000001,-91.6355171,2.11,50.34
38,2020,Murphy USA,41.9480482,-91.7168798,2.09,50.34
38,2020,Casey's,42.010201,-91.6623568,2.11,50.34
38,2020,Hawkeye Convenience Store,41.956042,-91.726507,2.09,50.34
38,2020,Casey's,41.94336309999999,-91.6755828,2.18,50.34
38,2020,Sam's Club Fuel Center,42.0337591,-91.680571,2.09,50.34
38,2020,Fas Mart,42.0343246,-91.6780097,2.13,50.34
38,2020,Casey's,42.01310369999999,-91.63545289999999,2.11,50.34
38,2020,Hawkeye Convenience Store,41.961958,-91.66782119999999,2.18,50.34
38,2020,FASMART,41.956432,-91.676417,2.47,50.34
38,2020,Casey's,41.94514789999999,-91.6724017,2.18,50.34
38,2020,Casey's,41.8911603,-91.6787076,2.14,50.34
38,2020,Kwik Shop,42.007159,-91.662577,2.15,50.34
38,2020,Kwik Star,41.9445594,-91.667744,2.18,50.34
38,2020,Casey's,41.9765921,-91.6190539,2.23,50.34
38,2020,Casey's,42.0470424,-91.64171189999999,2.1,50.34
38,2020,Casey's,41.92252339999999,-91.6367779,2.18,50.34
38,2020,Casey's,41.9380412,-91.65651899999999,2.18,50.34
38,2020,Casey's,41.9288416,-91.7787472,2.2,50.34
38,2020,Casey's,41.8882115,-91.6749786,2.14,50.34
38,2020,Casey's,42.02848229999999,-91.63203969999999,2.1,50.34
38,2020,BP,42.093885,-91.697705,2.3,50.34
39,2020,Shell,41.9743798,-91.71553589999999,2.07,50.34
39,2020,BP,41.9644691,-91.7066488,2.1,50.34
39,2020,Casey's,41.97983900000001,-91.71555579999999,2.07,50.34
39,2020,Kwik Star Gas Station,41.9552977,-91.7208885,2.07,50.34
39,2020,Shell,41.9642396,-91.7397586,2.2,50.34
39,2020,Casey's,41.9887791,-91.6825105,2.24,50.34
39,2020,Casey's,41.96413690000001,-91.7300951,2.11,50.34
39,2020,Phillips 66,41.9431968,-91.7473739,2.25,50.34
39,2020,Casey's,41.9727576,-91.6620255,2.23,50.34
39,2020,Casey's,41.9792506,-91.681721,2.24,50.34
39,2020,Casey's,41.9848768,-91.65742150000001,2.0,50.34
39,2020,BP,42.0058517,-91.635257,2.17,50.34
39,2020,Kwik Shop,42.0217827,-91.6661146,2.13,50.34
39,2020,BP,42.043893,-91.689638,2.17,50.34
39,2020,Kum & Go,41.9634851,-91.7071271,2.07,50.34
39,2020,HILL BROS (CONOCO/PHILLIPS),41.977438,-91.6425469,2.13,50.34
39,2020,Hawkeye Convenience Store,41.9687369,-91.7334379,2.08,50.34
39,2020,Murphy USA,41.9480482,-91.7168798,2.07,50.34
39,2020,Hawkeye Convenience Store,41.956042,-91.726507,2.09,50.34
39,2020,Casey's,41.94336309999999,-91.6755828,2.18,50.34
39,2020,Sam's Club Fuel Center,42.0337591,-91.680571,2.07,50.34
39,2020,Fas Mart,42.0343246,-91.6780097,2.1,50.34
39,2020,Casey's,42.01310369999999,-91.63545289999999,2.11,50.34
39,2020,Hawkeye Convenience Store,41.961958,-91.66782119999999,2.18,50.34
39,2020,FASMART,41.956432,-91.676417,2.47,50.34
39,2020,Casey's,41.94514789999999,-91.6724017,2.18,50.34
39,2020,Casey's,41.8911603,-91.6787076,2.14,50.34
39,2020,Kwik Shop,42.007159,-91.662577,2.13,50.34
39,2020,Kwik Star,41.9445594,-91.667744,2.18,50.34
39,2020,Casey's,41.9765921,-91.6190539,2.23,50.34
39,2020,Casey's,42.0470424,-91.64171189999999,2.1,50.34
39,2020,Casey's,41.92252339999999,-91.6367779,2.18,50.34
39,2020,Casey's,41.9288416,-91.7787472,2.2,50.34
39,2020,Casey's,42.02848229999999,-91.63203969999999,2.1,50.34
39,2020,BP,42.093885,-91.697705,2.3,50.34
40,2020,BP,41.9644691,-91.7066488,2.08,50.19
40,2020,Casey's,41.97983900000001,-91.71555579999999,2.07,50.19
40,2020,Kwik Star Gas Station,41.9552977,-91.7208885,2.07,50.19
40,2020,Shell,41.9642396,-91.7397586,2.2,50.19
40,2020,Phillips 66,41.9431968,-91.7473739,2.25,50.19
40,2020,Casey's,41.9727576,-91.6620255,2.23,50.19
40,2020,Casey's,41.9848768,-91.65742150000001,2.15,50.19
40,2020,BP,42.0058517,-91.635257,2.01,50.19
40,2020,Kwik Shop,42.0217827,-91.6661146,2.13,50.19
40,2020,Kwik Shop- Cedar Rapids,41.972034,-91.6845599,2.1,50.19
40,2020,BP,42.043893,-91.689638,2.17,50.19
40,2020,Kum & Go,41.9634851,-91.7071271,2.07,50.19
40,2020,Station Llc,41.9436388,-91.747428,2.25,50.19
40,2020,Casey's,42.0349748,-91.65795399999999,2.1,50.19
40,2020,Hawkeye Convenience Store,41.9687369,-91.7334379,2.08,50.19
40,2020,Kum & Go,42.00935140000001,-91.6355171,2.11,50.19
40,2020,Murphy USA,41.9480482,-91.7168798,2.07,50.19
40,2020,Casey's,42.010201,-91.6623568,2.11,50.19
40,2020,Hawkeye Convenience Store,41.956042,-91.726507,2.09,50.19
40,2020,Casey's,41.94336309999999,-91.6755828,2.18,50.19
40,2020,Sam's Club Fuel Center,42.0337591,-91.680571,2.07,50.19
40,2020,Casey's,42.01310369999999,-91.63545289999999,2.13,50.19
40,2020,Hawkeye Convenience Store,41.961958,-91.66782119999999,2.18,50.19
40,2020,Casey's,41.94514789999999,-91.6724017,2.18,50.19
40,2020,Casey's,41.8911603,-91.6787076,2.14,50.19
40,2020,Kwik Shop,42.007159,-91.662577,2.13,50.19
40,2020,Kwik Star,41.9445594,-91.667744,2.18,50.19
40,2020,Casey's,41.9765921,-91.6190539,2.23,50.19
40,2020,Casey's,42.0470424,-91.64171189999999,2.1,50.19
40,2020,Casey's,41.92252339999999,-91.6367779,2.18,50.19
40,2020,Casey's,41.9288416,-91.7787472,2.2,50.19
40,2020,Casey's,41.8882115,-91.6749786,2.14,50.19
40,2020,Casey's,42.02848229999999,-91.63203969999999,2.1,50.19
40,2020,BP,42.093885,-91.697705,2.3,50.19
41,2020,BP,41.9644691,-91.7066488,2.06,50.15
41,2020,Casey's,41.97983900000001,-91.71555579999999,2.07,50.15
41,2020,CENEX GAS STATION 7 STAR LIQUOR & TOBACCO OUTLET,41.9782629,-91.680188,nan,50.15
41,2020,Kwik Star Gas Station,41.9552977,-91.7208885,2.07,50.15
41,2020,Casey's,41.9704349,-91.6769253,2.1,50.15
41,2020,Shell,41.9642396,-91.7397586,2.21,50.15
41,2020,Casey's,41.9887791,-91.6825105,2.24,50.15
41,2020,Casey's,41.96413690000001,-91.7300951,2.07,50.15
41,2020,Phillips 66,41.9431968,-91.7473739,2.25,50.15
41,2020,Casey's,41.9727576,-91.6620255,2.23,50.15
41,2020,Casey's,41.9792506,-91.681721,2.1,50.15
41,2020,Casey's,41.9848768,-91.65742150000001,2.15,50.15
41,2020,Fas Mart,41.988141,-91.6528625,2.15,50.15
41,2020,BP,42.0058517,-91.635257,2.11,50.15
41,2020,Kwik Shop,42.0217827,-91.6661146,2.11,50.15
41,2020,Kwik Shop- Cedar Rapids,41.972034,-91.6845599,2.08,50.15
41,2020,BP,42.043893,-91.689638,2.15,50.15
41,2020,Kum & Go,41.9634851,-91.7071271,2.07,50.15
41,2020,Station Llc,41.9436388,-91.747428,2.25,50.15
41,2020,HILL BROS (CONOCO/PHILLIPS),41.977438,-91.6425469,2.13,50.15
41,2020,Casey's,42.0349748,-91.65795399999999,2.1,50.15
41,2020,Hawkeye Convenience Store,41.9687369,-91.7334379,2.08,50.15
41,2020,Kum & Go,42.00935140000001,-91.6355171,2.11,50.15
41,2020,Murphy USA,41.9480482,-91.7168798,2.07,50.15
41,2020,Casey's,42.010201,-91.6623568,2.11,50.15
41,2020,Hawkeye Convenience Store,41.956042,-91.726507,2.07,50.15
41,2020,Casey's,41.94336309999999,-91.6755828,2.18,50.15
41,2020,Sam's Club Fuel Center,42.0337591,-91.680571,2.07,50.15
41,2020,Fas Mart,42.0343246,-91.6780097,2.41,50.15
41,2020,Casey's,42.01310369999999,-91.63545289999999,2.11,50.15
41,2020,Hawkeye Convenience Store,41.961958,-91.66782119999999,2.18,50.15
41,2020,FASMART,41.956432,-91.676417,nan,50.15
